title,link,domain,published_date,topic
The eerie environmentally friendly 'nightglow' of Mars pulses in ultraviolet mild in new NASA views,https://presstories.com/2020/08/07/the-eerie-environmentally-friendly-nightglow-of-mars-pulses-in-ultraviolet-mild-in-new-nasa-views/,presstories.com,2020-08-07 16:25:57,SCIENCE
Next Mercedes-AMG S 63 to be a 600kW PHEV?,https://i.stuff.co.nz/motoring/122397161/next-mercedesamg-s-63-to-be-a-600kw-phev,i.stuff.co.nz,2020-08-10 02:09:00,TECHNOLOGY
Coronavirus in Oregon: State reports 299 new cases and five deaths,https://www.oregonlive.com/coronavirus/2020/08/coronavirus-in-oregon-state-reports-299-new-cases-and-five-deaths.html,oregonlive.com,2020-08-06 00:59:00,HEALTH
Spanish coke dealer cracked,https://informante.web.na/spanish-coke-dealer-cracked/,informante.web.na,2020-08-08 15:54:00,NATION
Blood lipid levels may be altered in some autistic people,https://www.spectrumnews.org/news/blood-lipid-levels-may-be-altered-in-some-autistic-people/,spectrumnews.org,2020-08-10 15:09:59,HEALTH
COVID-19 cases rock Super League club Hull FC,https://www.nrl.com/news/2020/08/12/covid-19-cases-rock-super-league-club-hull-fc/,nrl.com,2020-08-11 22:31:44,SPORTS
A Timeline of the Coronavirus Pandemic,https://www.nytimes.com/article/coronavirus-timeline.html,nytimes.com,2020-03-01 03:06:20,WORLD
Sony Pictures Posts $230M Profit In First Quarter; Forecasts 40% Full-Year Drop,https://deadline.com/2020/08/sony-pictures-first-quarter-earnings-profit-forecast-2020-1203003312/,deadline.com,2020-08-04 07:40:00,BUSINESS
"OPEC trims 2020 oil demand, sees doubts about 2021 on virus fallout",https://in.reuters.com/article/us-oil-opec/opec-trims-2020-oil-demand-sees-doubts-about-2021-on-virus-fallout-idINKCN2581SK?il=0,in.reuters.com,2020-08-12 13:53:00,BUSINESS
"Top DHS officials Wolf and Cuccinelli are not legally eligible to serve in their current roles, congressional watchdog agency finds",https://www.washingtonpost.com/business/2020/08/14/top-dhs-officials-wolf-cuccinelli-are-not-legally-eligible-serve-their-current-roles-congressional-watchdog-agency-finds/,washingtonpost.com,2020-08-14 14:22:00,WORLD
"Facebook likely to merge Instagram & Messenger chats, say reports; emojis, swipe-to-reply features may be added",https://economictimes.indiatimes.com/magazines/panache/facebook-likely-to-merge-instagram-messenger-chats-say-reports-emojis-swipe-to-reply-features-may-be-added/articleshow/77562973.cms,economictimes.indiatimes.com,2020-08-15 12:05:00,TECHNOLOGY
"In renewable energy boom, Great Lakes states struggle to kick fossil fuels",https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/in-renewable-energy-boom-great-lakes-states-struggle-to-kick-fossil-fuels-59565024,spglobal.com,2020-08-08 06:11:15,BUSINESS
Sundar C to direct his hit hero for the second time? - Tamil News,https://www.indiaglitz.com/sundar-c-joining-second-time-with-hit-movie-hero-tamil-news-267248,indiaglitz.com,2020-08-11 09:43:09,ENTERTAINMENT
"Disney, Apple and more voice concerns over WeChat ban to White House",https://www.engadget.com/wechat-executive-order-ban-apple-ford-disney-walmart-president-trump-163653586.html,engadget.com,2020-08-13 16:52:15,BUSINESS
Michelle Bright's alleged killer made Facebook post after police appeal into her death,https://www.smh.com.au/national/nsw/michelle-bright-s-alleged-killer-made-facebook-post-after-police-appeal-into-her-death-20200812-p55l4g.html,smh.com.au,2020-08-12 08:56:00,NATION
"Google Play services, 10 Billion Downloads on Play Store",https://www.somagnews.com/google-play-services-10-billion-downloads-on-play-store/,somagnews.com,2020-08-02 16:42:00,TECHNOLOGY
Incredible Animal Crossing: New Horizons island ideas to give you serious inspiration,https://www.gamesradar.com/animal-crossing-new-horizons-island-ideas/,gamesradar.com,2020-08-11 16:51:00,TECHNOLOGY
Line of Duty's Martin Compston teases series six storylines and says he can't watch early episodes,https://www.dailymail.co.uk/tvshowbiz/article-8613435/Line-Dutys-Martin-Compston-teases-series-six-storylines-says-watch-early-episodes.html,dailymail.co.uk,2020-08-10 22:38:39,ENTERTAINMENT
The Second Fan-Made Animal Crossing Quality-Of-Life Update Video Makes My Heart Ache,https://www.kotaku.com.au/2020/08/the-second-fan-made-animal-crossing-quality-of-life-update-video-makes-my-heart-ache/,kotaku.com.au,2020-08-12 14:00:00,TECHNOLOGY
Some classic Hangouts messages are appearing in Google Chat for personal accounts,https://9to5google.com/2020/08/10/classic-hangouts-google-chat-2/,9to5google.com,2020-08-10 17:25:00,TECHNOLOGY
Will my high blood pressure increase my risk of developing getting Covid-19?,https://techtoday19.com/pk/will-my-high-blood-pressure-increase-my-risk-of-developing-getting-covid-19/,techtoday19.com,2020-08-06 09:20:07,HEALTH
Eliza Scanlen describes emotional experience of shaving head for new film,https://farmweek.com/eliza-scanlen-describes-emotional-experience-of-shaving-head-for-new-film/,farmweek.com,2020-08-15 19:00:00,ENTERTAINMENT
Thoma Bravo Raises Offer for Insurance Tech Majesco to $729 Million.,https://www.barrons.com/articles/thoma-bravo-raises-offer-for-insurance-tech-majesco-to-729-million-51596903397,barrons.com,2020-08-08 16:16:00,BUSINESS
"'We are overwhelmed': International aid needed after Beirut explosion, Vancouver consul says",https://globalnews.ca/news/7253658/beirut-explosion-aid-vancouver-consul/,globalnews.ca,2020-08-06 00:50:06,WORLD
Chelsea owner Roman Abramovich gives green light for triple defender swoop after Havertz,https://www.express.co.uk/sport/football/1323717/Chelsea-transfer-news-Roman-Abramovich-triple-defender-swoop,express.co.uk,2020-08-17 08:33:43,SPORTS
Egypt to withdraw from latest Nile dam talks for consultations,https://www.aljazeera.com/news/2020/08/egypt-withdraw-latest-nile-dam-talks-consultations-200805055611960.html,aljazeera.com,2020-08-05 06:59:00,WORLD
What People Taking Birth Control Should Know About COVID-19 and Blood Clots,https://www.self.com/story/covid-blood-clots-birth-control-pregnancy,self.com,2020-08-12 18:00:00,HEALTH
Smoking or vaping cannabis could trigger heart attacks and palpitations,https://www.businessinsider.com.au/smoking-vaping-cannabis-could-trigger-heart-attacks-2020-8,businessinsider.com.au,2020-08-05 20:34:00,HEALTH
'Residents do not want Chatswood high rises': Why development has sparked war in the North Shore,https://www.smh.com.au/national/residents-do-not-want-chatswood-high-rises-why-development-has-sparked-war-in-the-north-shore-20200807-p55jni.html,smh.com.au,2020-08-08 04:00:00,NATION
Mansory's wild Ford GT is listed for sale at over $2M,https://www.motorauthority.com/news/1129243_mansory-s-wild-ford-gt-is-listed-for-sale-at-over-2m,motorauthority.com,2020-08-14 11:00:00,TECHNOLOGY
Pedro announces Chelsea departure in emotional Instagram farewell as Spaniard moves to Roma on free transfer,https://www.thesun.co.uk/sport/football/12353627/pedro-announces-chelsea-departure-instagram-farewell/,thesun.co.uk,2020-08-09 09:01:00,SPORTS
Judge awards John XXIII College rape victim more than $420000,https://www.canberratimes.com.au/story/6868930/judge-awards-former-anu-student-more-than-420k-over-rape/,canberratimes.com.au,2020-08-07 02:10:00,NATION
"Global Mobile/Micro Data Center Market 2020 | Industry Size, Growth Opportunities, Competitive Analysis and Forecast to 2025",https://newsbrok.com/uncategorized/4184/global-mobile-micro-data-center-market-2020-industry-size-growth-opportunities-competitive-analysis-and-forecast-to-2025/,newsbrok.com,2020-08-13 13:07:16,BUSINESS
Ireland reimposes some COVID-19 restrictions in three counties,https://sg.news.yahoo.com/ireland-reimposes-covid-19-restrictions-033006188.html,sg.news.yahoo.com,2020-08-08 03:33:28,HEALTH
Watch SpaceX’s Crew Dragon capsule splashdown in glorious 4K,https://www.digitaltrends.com/news/watch-spacexs-crew-dragon-splashdown-in-glorious-4k/,digitaltrends.com,2020-08-04 02:03:00,SCIENCE
"CD Projekt Red Is Not ""100% Happy"" With Cyberpunk 2077's Melee Combat",https://www.gamespot.com/articles/cd-projekt-red-is-not-100-happy-with-cyberpunk-207/1100-6480829/,gamespot.com,2020-08-13 14:51:00,TECHNOLOGY
Coronavirus in Russia: The Latest News | Aug. 11,https://www.themoscowtimes.com/2020/08/11/coronavirus-in-russia-the-latest-news-aug-11-a69117,themoscowtimes.com,2020-08-11 07:24:00,WORLD
UK plans new specialist pandemic response health institute: Report,https://in.news.yahoo.com/uk-plans-specialist-pandemic-response-105847629.html,in.news.yahoo.com,2020-08-16 10:58:00,HEALTH
Danny Msiza successfully challenges VBS report,https://www.sowetanlive.co.za/news/south-africa/2020-08-11-danny-msiza-successfully-challenges-vbs-report/,sowetanlive.co.za,2020-08-11 10:28:00,NATION
"Global Thermal Management Markets, 2020-2025 with Honeywell International, Aavid Thermalloy, Vertiv, European Thermodynamics, and Master Bond Dominating the Competition",https://www.prnewswire.com/news-releases/global-thermal-management-markets-2020-2025-with-honeywell-international-aavid-thermalloy-vertiv-european-thermodynamics-and-master-bond-dominating-the-competition-301109250.html,prnewswire.com,2020-08-10 18:30:00,BUSINESS
US 'foils' militant cryptocurrency fundraising,https://www.bbc.com/news/world-us-canada-53774077,bbc.com,2020-08-14 01:34:55,WORLD
Ovid Therapeutics Reports Second Quarter 2020 Financial Results and Provides Corporate Update,https://www.globenewswire.com/news-release/2020/08/10/2075606/0/en/Ovid-Therapeutics-Reports-Second-Quarter-2020-Financial-Results-and-Provides-Corporate-Update.html,globenewswire.com,2020-08-10 12:00:00,BUSINESS
"Granada colleagues break down in tears as they remember 'humble, kind and funny' presenter Tony Morris",https://www.manchestereveningnews.co.uk/news/greater-manchester-news/granada-tony-morris-presenter-died-18710081,manchestereveningnews.co.uk,2020-08-03 17:46:00,ENTERTAINMENT
"EuropaCorp Appoints French Media Vet Axel Duroux As CEO, Replacing Luc Besson",https://deadline.com/2020/08/europacorp-axel-duroux-ceo-luc-besson-1203008641/,deadline.com,2020-08-10 11:35:00,ENTERTAINMENT
"Humble Bundle has insane Ubisoft Hits sale on, up to 80% off titles",https://www.tweaktown.com/news/74238/humble-bundle-has-insane-ubisoft-hits-sale-on-up-to-80-off-titles/index.html,tweaktown.com,2020-08-04 07:32:01,TECHNOLOGY
"Vandersloot, Stevens Help Sky Beat Wings 82-79",https://www.nytimes.com/aponline/2020/08/04/sports/basketball/bc-bkl-wings-sky.html,nytimes.com,2020-08-05 00:28:00,SPORTS
"Fauci: Health Equity Critical Piece in Vaccine Development, Distribution",https://www.medpagetoday.com/infectiousdisease/covid19/87945,medpagetoday.com,2020-08-07 14:01:38,HEALTH
"SIRUI, a Camera Accessories Manufacturer, Released Its 35mm f/1.8 1.33x Anamorphic Lens on INDIEGOGO August 3, 2020",https://www.prnewswire.com/news-releases/sirui-a-camera-accessories-manufacturer-released-its-35mm-f1-8-1-33x-anamorphic-lens-on-indiegogo-august-3--2020--301104341.html,prnewswire.com,2020-08-03 13:00:00,TECHNOLOGY
"US tops 5 million confirmed virus cases, to Europe’s alarm",https://www.mercurynews.com/2020/08/09/us-tops-5-million-confirmed-virus-cases-to-europes-alarm/,mercurynews.com,2020-08-09 21:12:00,HEALTH
Moeen naturally more of a leader than vice-captain: Panesar,http://www.daijiworld.com/news/newsDisplay.aspx?newsID=737405,daijiworld.com,2020-08-04 07:38:56,SPORTS
Don’t Like What You See on Zoom? Get a Face-Lift and Join the Crowd,https://www.nytimes.com/2020/08/13/health/coronavirus-cosmetic-surgery.html,nytimes.com,2020-08-13 20:24:00,HEALTH
"Los Angeles Coronavirus Update: County Sees More Than 2,600 New Cases, Small Dip In Hospitalization Count",https://deadline.com/2020/08/los-angeles-coronavirus-update-county-more-2600-new-cases-small-dip-hospitalization-1203008251/,deadline.com,2020-08-08 23:50:00,HEALTH
"Global Ormetoprim(OMP) Market Growth Strategy, Import-Export Analysis and Forecast 2020-2025",https://galusaustralis.com/2020/08/787026/global-ormetoprimomp-market-growth-strategy-import-export-analysis-and-forecast-2020-2025/,galusaustralis.com,2020-08-03 12:40:29,BUSINESS
Nigerian govt gives update on evacuees from Dubai ahead of August 17 deadline,https://dailypost.ng/2020/08/10/nigerian-govt-gives-update-on-evacuees-from-dubai-ahead-of-august-17-deadline/,dailypost.ng,2020-08-10 17:25:48,WORLD
Kristen Wiig Gets Candid About 'Isolating' IVF Experience & Fertility Struggles,http://www.justjared.com/2020/08/07/kristen-wiig-gets-candid-about-isolating-ivf-experience-fertility-struggles/,justjared.com,2020-08-07 14:29:34,ENTERTAINMENT
"ICICI launches Rs 15,000cr issue, IndiGo eyes Rs 4,000 cr",https://timesofindia.indiatimes.com/business/india-business/icici-launches-rs-15000cr-issue-indigo-eyes-rs-4000-cr/articleshow/77472323.cms,timesofindia.indiatimes.com,2020-08-10 22:30:00,BUSINESS
"Govt must form plan to recover AGR dues from bankrupt telcos, says SC",https://www.livemint.com/industry/telecom/agr-case-sc-adjourns-hearing-in-bankrupt-telcos-case-to-14-august-11597048336905.html,livemint.com,2020-08-10 13:47:33,BUSINESS
'Stop using our name to describe racist people': Karens speak,https://www.timeslive.co.za/news/world/2020-08-06-stop-using-our-name-to-describe-racist-people-karens-speak/,timeslive.co.za,2020-08-06 05:07:00,WORLD
"Transformer Bobbin Market Size 2025 – Industry Sales, Revenue, Price and Gross Margin, Import and Export Status",https://scientect.com/news/9829/transformer-bobbin-market-size-2025-industry-sales-revenue-price-and-gross-margin-import-and-export-status/,scientect.com,2020-08-12 13:31:00,BUSINESS
"Katherine Schwarzenegger and Chris Pratt Welcome First Child Together, Brother Patrick Confirms (Exclusive)",https://www.etonline.com/katherine-schwarzenegger-and-chris-pratt-welcome-first-child-together-brother-patrick-confirms,etonline.com,2020-08-10 05:00:34,ENTERTAINMENT
David Nicholls: 'Gifting books feels like changing the music at someone else’s party',https://www.theguardian.com/books/2020/aug/10/david-nicholls-gifting-books-feels-like-changing-the-music-at-someone-elses-party,theguardian.com,2020-08-10 11:00:00,ENTERTAINMENT
Microsoft Surface Duo will ship with an unlockable bootloader,https://www.windowslatest.com/2020/08/15/surface-duo-unlockable-bootloader/,windowslatest.com,2020-08-15 17:45:00,TECHNOLOGY
25000 free stays at Pan Pacific hotels for healthcare workers in Singapore,https://www.asiaone.com/lifestyle/25000-free-stays-pan-pacific-hotels-healthcare-workers-singapore,asiaone.com,2020-08-12 06:27:00,NATION
New Apple leak reveals shocking iPhone 12 design,https://micky.com.au/new-apple-leak-reveals-shocking-iphone-12-design/,micky.com.au,2020-08-09 09:12:31,TECHNOLOGY
Co Laois ‘glamping’ site reopens so locals can holiday at home,https://www.irishtimes.com/news/ireland/irish-news/co-laois-glamping-site-reopens-so-locals-can-holiday-at-home-1.4330644,irishtimes.com,2020-08-14 19:18:03,HEALTH
This is when people with COVID-19 are at the greatest risk of spreading the virus,https://www.marketwatch.com/story/covid-19-infections-just-hit-20-million-worldwide-why-the-actual-number-of-cases-is-likely-much-higher-2020-08-11,marketwatch.com,2020-08-11 17:19:00,HEALTH
"Coronavirus kills 15 Pakistanis, infects 531 in one day","https://dunyanews.tv/en/Pakistan/558542-Coronavirus-kills-15-Pakistanis,-infects-531-in-one-day-",dunyanews.tv,2020-08-11 05:16:00,NATION
Understanding the Molecular Pathology of Lung Cancer,https://www.news-medical.net/health/Understanding-the-Molecular-Pathology-of-Lung-Cancer.aspx,news-medical.net,2020-08-13 09:23:00,HEALTH
EC approves Latvia's aid program for exporting companies,https://eng.lsm.lv/article/economy/economy/ec-approves-latvias-aid-program-for-exporting-companies.a369371/,eng.lsm.lv,2020-08-04 13:13:20,WORLD
Indonesia takes part in late-stage China vaccine trial,https://www.manisteenews.com/news/article/Indonesia-takes-part-in-late-stage-China-vaccine-15483253.php,manisteenews.com,2020-08-14 09:55:00,BUSINESS
Ellen DeGeneres’ ex Anne Heche weighs in on toxic workplace scandal,https://www.news.com.au/entertainment/celebrity-life/ellen-degeneres-ex-anne-heche-weighs-in-on-toxic-workplace-scandal/news-story/64ad6f0fac3896fb31199b04fbc5b53e,news.com.au,2020-08-17 22:24:55,ENTERTAINMENT
Man Utd news: Dimitar Berbatov tells Solskjaer signing he needs to make after Sevilla defeat,https://metro.co.uk/2020/08/17/dimitar-berbatov-ole-gunnar-solskjaer-mctominay-man-utd-united-manchester-13141266/,metro.co.uk,2020-08-17 19:51:00,SPORTS
Iran says OPEC has raised and stabilised crude oil price - SHANA,https://af.reuters.com/article/nigeriaNews/idAFL8N2FJ19O,af.reuters.com,2020-08-17 07:22:00,BUSINESS
Report: NBA to let players bring 'longstanding' friends into bubble,https://www.thescore.com/nba/news/2001126,thescore.com,2020-08-12 14:49:00,SPORTS
"Uganda's tough approach curbs COVID, even as Africa nears 1 million cases",https://in.reuters.com/article/health-coronavirus-uganda/ugandas-tough-approach-curbs-covid-even-as-africa-nears-1-million-cases-idINKCN25117O,in.reuters.com,2020-08-05 09:32:00,WORLD
Add These Popular Titles To Your Gaming Library Now & Save Some Cash At The Same Time,https://cogconnected.com/2020/08/game-deals-aug-8/,cogconnected.com,2020-08-08 19:27:29,TECHNOLOGY
HarmonyOS 2.0 for Huawei PCs and tablets may arrive later this year,https://timesofindia.indiatimes.com/gadgets-news/harmonyos-2-0-for-huawei-pcs-and-tablets-may-arrive-later-this-year/articleshow/77594894.cms,timesofindia.indiatimes.com,2020-08-17 14:15:00,TECHNOLOGY
Lebanon explosion: UAE community reacts to devastating blast,https://www.khaleejtimes.com/uae/dubai/Lebanon-explosion-uae-community-reacts-to-devastating-blast,khaleejtimes.com,2020-08-05 12:04:19,WORLD
Scientists Create Transparent Squid Using CRISPR-Cas9 Technology | Genetics -News.com,https://techtoday19.com/pk/scientists-create-transparent-squid-using-crispr-cas9-technology-genetics-news-com/,techtoday19.com,2020-08-03 17:30:10,SCIENCE
Will Smith set to produce a reboot of The Fresh Prince Of Bel-Air,https://nation.com.pk/13-Aug-2020/will-smith-set-to-produce-a-reboot-of-the-fresh-prince-of-bel-air,nation.com.pk,2020-08-12 19:04:31,ENTERTAINMENT
2 Top Vacation Stocks to Watch in August,https://www.fool.com/investing/2020/08/13/2-top-vacation-stocks-to-watch-in-august/,fool.com,2020-08-13 15:40:00,ENTERTAINMENT
Pregnant Kate Ferdinand shares sweet throwback snaps of husband Rio and step-kids on recent holiday,https://www.thesun.co.uk/tvandshowbiz/12355384/kate-ferdinand-rio-ferdinand-throwback-holiday-pictures-children/,thesun.co.uk,2020-08-09 15:39:00,ENTERTAINMENT
"In Nyanza, Covid-19 tenders brought windfall for the connected",https://www.nation.co.ke/kenya/news/how-covid-19-brought-windfall-in-nyanza-1912918,nation.co.ke,2020-08-05 06:00:35,NATION
Trump’s Axios interview on HBO was a disaster,https://www.vox.com/2020/8/4/21354055/trump-axios-interview-jonathan-swan,vox.com,2020-08-04 17:00:00,NATION
"Gurugram: Only 12 of 9,000 recovered donated plasma",https://timesofindia.indiatimes.com/city/gurgaon/only-12-of-9k-recovered-donated-plasma/articleshow/77554448.cms,timesofindia.indiatimes.com,2020-08-15 01:38:00,WORLD
Riot Online games addresses burnout and crunch by giving staff members a week off,https://www.techgamingreport.com/riot-online-games-addresses-burnout-and-crunch-by-giving-staff-members-a-week-off/,techgamingreport.com,2020-08-04 22:06:09,TECHNOLOGY
All stars pile on for (De) Tour virtual music festival and fundraiser,https://www.theoaklandpress.com/entertainment/all-stars-pile-on-for-de-tour-virtual-music-festival-and-fundraiser/article_350fb47e-dc06-11ea-a20d-4b4bbbd52746.html,theoaklandpress.com,2020-08-12 19:00:00,ENTERTAINMENT
"Phoenix Suns beat Mavericks to go 8-0 in NBA seeding games, await play-in tournament fate",https://www.azcentral.com/story/sports/nba/suns/2020/08/13/phoenix-suns-beat-dallas-mavericks-go-8-0-nba-seeding-games/3369226001/,azcentral.com,2020-08-13 22:47:04,SPORTS
Debate begins for who's first in line for COVID-19 vaccine,https://infotel.ca/newsitem/debate-begins-for-whos-first-in-line-for-covid-19-vaccine/it75669,infotel.ca,2020-08-02 16:28:16,HEALTH
Australian Beirut explosion victim identified as two-year-old Isaac Oehlers,https://www.abc.net.au/news/2020-08-08/australian-beirut-explosion-victim-identified-isaac-oehlers/12538430,abc.net.au,2020-08-08 13:47:00,HEALTH
Barcelona player tests positive for Covid-19,https://clicklancashire.com/2020/08/13/barcelona-player-tests-positive-for-covid-19.html,clicklancashire.com,2020-08-13 08:03:45,SPORTS
Will the taxman target glove companies?,https://www.thestar.com.my/business/business-news/2020/08/18/will-the-taxman-target--glove-companies,thestar.com.my,2020-08-17 23:02:12,BUSINESS
JONES: Oilers skip out on end-of-season media interviews after loss,https://edmontonsun.com/sports/hockey/nhl/edmonton-oilers/jones-oilers-skip-out-on-end-of-season-media-interviews-after-loss,edmontonsun.com,2020-08-10 12:00:00,SPORTS
Staff member at Arbutus Care Centre in Vancouver tests positive for COVID-19,https://www.cbc.ca/news/canada/british-columbia/staff-member-at-arbutus-care-centre-tests-positive-for-covid-19-1.5688633,cbc.ca,2020-08-16 19:59:00,HEALTH
Chelsea legend poised for shock Everton switch after 'good offer' tabled,https://www.teamtalk.com/news/chelsea-ivanovic-everton-switch-good-offer,teamtalk.com,2020-08-05 10:17:12,SPORTS
IPL in UAE: Orange Army wishes Kane Williamson happy birthday,https://gulfnews.com/sport/cricket/ipl/ipl-in-uae-orange-army-wishes-kane-williamson-happy-birthday-1.73066020,gulfnews.com,2020-08-08 08:08:05,SPORTS
"Parkes Radio Telescope, The Dish, orbits to heritage list status",https://www.parkeschampionpost.com.au/story/6872413/parkes-dish-orbits-to-heritage-list-status/,parkeschampionpost.com.au,2020-08-10 06:00:00,SCIENCE
"Accept repentant Boko Haram fighters or they go back to terrorism, presidency urges Nigerians",https://www.dailytrust.com.ng/accept-repentant-boko-haram-fighters-or-they-go-back-to-terrorism-presidency-urges-nigerians.html,dailytrust.com.ng,2020-08-06 08:57:00,NATION
ERC all you need to know about… #2 Latvia,https://www.fiaerc.com/erc-all-you-need-to-know-about-2-latvia/,fiaerc.com,2020-08-10 20:25:34,SPORTS
A-level student's shock and disbelief as results deny her place at medical school,https://news.sky.com/story/students-shock-and-disbelief-as-a-level-results-deny-her-place-at-medical-school-12050247,news.sky.com,2020-08-16 01:33:49,NATION
HyperX Cloud Core Gaming Headset with 7.1 Surround Sound,https://www.guru3d.com/news-story/hyperx-cloud-core-gaming-headset-with-7-1-surround-sound.html,guru3d.com,2020-08-03 17:20:00,TECHNOLOGY
"Hold on to your hard drives, Call of Duty Season Five is out on Wednesday",https://www.timeslive.co.za/news/gamers-live/2020-08-03-hold-on-to-your-hard-drives-call-of-duty-season-five-is-out-on-wednesday/,timeslive.co.za,2020-08-03 12:22:00,TECHNOLOGY
"President Trump says he's signing orders on unemployment, evictions",https://www.thestar.com.my/news/world/2020/08/09/president-trump-says-he039s-signing-orders-on-unemployment-evictions,thestar.com.my,2020-08-08 21:10:00,WORLD
Merry Hill shopping centre to get multi-million pound makeover,https://www.expressandstar.com/news/local-hubs/dudley/2020/08/17/intu-merry-hill-to-get-multi-million-pound-makeover/,expressandstar.com,2020-08-17 11:15:00,BUSINESS
Tasmanian devil research offers new insights for tackling cancer in humans,https://news.wsu.edu/2020/08/06/tasmanian-devil-research-offers-new-insights-tackling-cancer-humans/,news.wsu.edu,2020-08-06 13:00:45,HEALTH
"Sagittarius Daily Horoscope - August 8, 2020 | Free Online Astrology",https://www.deccanherald.com/specials/sagittarius-daily-horoscope-august-8-2020-free-online-astrology-870845.html,deccanherald.com,2020-08-07 20:32:00,ENTERTAINMENT
Chelsea join race for Ben White alongside Liverpool and Leeds,https://metro.co.uk/2020/08/09/chelsea-join-race-ben-white-alongside-liverpool-leeds-13105513/,metro.co.uk,2020-08-09 16:31:00,SPORTS
Man charged after car hijacked on Dublin's Capel Street,https://www.thejournal.ie/hijacked-car-dublin-5166332-Aug2020/,thejournal.ie,2020-08-02 15:44:00,NATION
The new red-card rule Nottingham Forest players need to know,https://www.nottinghampost.com/sport/football/football-news/new-red-card-rule-nottingham-4392286,nottinghampost.com,2020-08-04 06:00:00,SPORTS
A random test confirmed Sanjay Dutt’s cancer; read details,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/exclusive-a-random-test-confirmed-sanjay-dutts-cancer-read-details/articleshow/77492006.cms,timesofindia.indiatimes.com,2020-08-11 18:18:00,ENTERTAINMENT
PM plays down incitement calls against the left,https://www.ynetnews.com/article/BJNbNePbD,ynetnews.com,2020-08-04 14:47:00,NATION
"Jim Carrey Calls Kanye West ‘One of the Great Characters of Our Zeitgeist,’ Talks New Book",https://www.indiewire.com/2020/08/jim-carrey-kanye-west-one-great-characters-1234577529/,indiewire.com,2020-08-01 21:00:00,ENTERTAINMENT
Meadows says he accepts that Harris is eligible to serve as VP after Trump promotes birther lie,https://www.cnn.com/2020/08/16/politics/mark-meadows-kamala-harris-eligibility-birther-lie-cnntv/index.html,cnn.com,2020-08-16 14:47:00,WORLD
"Thin line between free speech, contempt: Supreme Court",https://timesofindia.indiatimes.com/india/thin-line-between-free-speech-contempt-supreme-court/articleshow/77349190.cms,timesofindia.indiatimes.com,2020-08-04 10:27:00,NATION
Suburban Housewives Take a Hard Pass on Trump's Cringeworthy Ploy,https://www.thedailybeast.com/suburban-housewives-take-a-hard-pass-on-trumps-cringeworthy-ploy,thedailybeast.com,2020-08-16 11:00:00,NATION
Village head in Police net for defiling his 15 year-old daughter in Ogun,https://www.vanguardngr.com/2020/08/village-head-in-police-net-for-defiling-his-15-year-old-daughter-in-ogun/,vanguardngr.com,2020-08-06 14:11:00,NATION
"Sevilla down Wolves, Shakhtar thump Basel to reach Europa League semis - The Jakarta Post",https://www.thejakartapost.com/news/2020/08/12/sevilla-down-wolves-shakhtar-thump-basel-to-reach-europa-league-semis.html,thejakartapost.com,2020-08-12 06:50:00,SPORTS
"Ipoh 'Woman with pink bracelet' fined, jailed for flouting quarantine",https://www.nst.com.my/news/crime-courts/2020/08/616549/ipoh-woman-pink-bracelet-fined-jailed-flouting-quarantine,nst.com.my,2020-08-14 05:55:34,NATION
"Crescent Capital BDC, Inc. Reports Second Quarter 2020 Financial Results; Declares a Third Quarter 2020 Regular Dividend of $0.41 per Share",https://www.globenewswire.com/news-release/2020/08/10/2075968/0/en/Crescent-Capital-BDC-Inc-Reports-Second-Quarter-2020-Financial-Results-Declares-a-Third-Quarter-2020-Regular-Dividend-of-0-41-per-Share.html,globenewswire.com,2020-08-10 20:10:00,BUSINESS
Priyanka Chopra gives a glimpse of her favourite workout with hubby Nick Jonas; See pic,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/priyanka-chopra-gives-a-glimpse-of-her-favourite-workout-with-hubby-nick-jonas-see-pic/articleshow/77459751.cms,timesofindia.indiatimes.com,2020-08-10 08:26:00,ENTERTAINMENT
Andrew Scheer likely marking last day in House of Commons as Opposition leader,https://www.ctvnews.ca/politics/andrew-scheer-likely-marking-last-day-in-house-of-commons-as-opposition-leader-1.5060754,ctvnews.ca,2020-08-12 08:27:00,NATION
"Variable Data Printing Market with (Covid-19) Impact Analysis: In-depth Analysis, Global Market Share, Top Trends, Professional & Technical Industry Insights 2020 – 2025",https://redandblackonline.com/variable-data-printing-market-with-covid-19-impact-analysis-in-depth-analysis-global-market-share-top-trends-professional-technical-industry-insights-2020-2025/,redandblackonline.com,2020-08-14 09:02:29,BUSINESS
Get a Look at How Microsoft’s xCloud Works on 5G,https://www.dualshockers.com/microsoft-xcloud-5g-trial/,dualshockers.com,2020-08-11 19:01:00,TECHNOLOGY
Man dies while surfing at Collaroy Beach,https://www.news.com.au/national/nsw-act/news/tragedy-strikes-collaroy-beach-after-44yearold-man-dies-while-surfing/news-story/094efa5ee4a1b569656ad61df4a0da5a,news.com.au,2020-08-10 09:33:45,NATION
The Good Doctor: Shaun Is Taunted by Carly in Deleted Scene (Watch),https://tvline.com/2020/08/03/the-good-doctor-shaun-and-carly-deleted-scene-season-4/,tvline.com,2020-08-03 17:59:00,ENTERTAINMENT
